,c6912,c6939,c6910,c6916,c6914,c6915,c6930,c6937,c6938,c6913,c7241,c7240,c7243,c7242,c7245,c7244,c6901,c6903,c6902,c6905,c6904,c6929,c6906,c6909,c6908,c6948,c6945,c6944,c6941,c6940,c6943,c6942
2017-07-03 11:45:00,55.10854873657227,55.86148300170898,55.700958251953125,54.03480606079101,57.20427627563477,54.60222396850586,55.352299499511716,53.61790084838867,55.760888671875,55.30250930786133,54.570866394042966,54.9348747253418,54.108646392822266,53.5897933959961,54.37918395996094,52.74955444335937,58.166822052001955,55.6939811706543,55.35929718017578,55.36669845581055,55.774542236328124,55.16206283569336,54.56038818359375,54.79749603271485,53.924363708496095,54.0162857055664,57.179734802246095,53.793566131591795,55.384789276123044,55.949188995361325,56.53982009887695,55.26555404663086
2017-07-03 11:50:00,56.47913665771485,56.31458053588867,55.43983154296875,55.90357666015625,56.27425537109375,56.72367782592774,56.986629486083984,56.47997131347656,56.20072784423828,58.312984466552734,53.85938491821289,53.54878692626953,50.556739807128906,53.081904602050784,54.54056091308594,54.464569091796875,55.79863662719727,55.382048797607425,55.78296051025391,56.34802093505859,56.929003143310545,56.80196762084961,56.679003143310545,55.65182266235352,56.56017303466797,56.885833740234375,58.282552337646486,56.724552154541016,56.39544143676758,56.67734298706055,57.07917098999023,57.54144058227539
2017-07-03 11:55:00,57.656079864501955,57.51250228881836,56.60736618041992,56.916358184814456,57.22150192260742,56.73421630859375,56.90244903564453,57.41578826904297,57.499908447265625,57.2081916809082,54.47484817504883,55.13130111694336,56.14607620239258,54.39112930297851,54.099089813232425,55.2064697265625,56.428724670410155,57.2325080871582,57.598026275634766,57.4247184753418,57.410910034179686,55.400630187988284,57.58661422729492,55.769920349121094,55.601025390625,57.12315368652344,56.718408203125,56.352508544921875,57.111812591552734,57.66644515991211,58.08097915649414,56.43751525878906
2017-07-03 12:00:00,58.64478607177735,58.31768646240234,58.27822723388672,57.405982971191406,58.59539566040039,58.42012710571289,58.72870864868164,55.45349655151367,57.454063415527344,58.288492584228514,56.43331527709961,54.41086654663086,54.36409912109375,54.814989471435545,56.343797302246095,55.14766616821289,57.35853576660156,57.74450531005859,57.80066146850586,58.40422134399414,58.371056365966794,58.108786010742186,57.25921478271484,57.894022369384764,57.76603546142578,58.083885955810544,59.19728164672851,57.871804809570314,58.60073699951172,58.78011856079102,58.23949508666992,59.98445434570313
2017-07-03 12:05:00,56.2216079711914,56.10187454223633,55.63831634521485,54.35417938232422,56.64160690307617,55.294942474365236,56.134368896484375,56.13681869506836,55.967743682861325,56.25019836425781,54.1933349609375,53.07354965209961,53.54627990722656,53.37595748901367,53.89938201904297,52.989095306396486,56.09613265991211,55.888851165771484,57.51800384521484,55.92090835571289,55.43470001220703,55.59425811767578,55.924625396728516,54.88576049804688,55.75319290161133,55.9204833984375,55.90869140625,56.41150436401367,55.93433609008789,56.890576171875,56.779344940185545,57.13323440551758
2017-07-03 12:10:00,58.59873809814453,58.01084518432617,59.38204345703125,57.6170768737793,57.95378646850586,56.06533966064453,58.384332275390626,57.7894889831543,58.2781494140625,58.30287399291992,55.472188568115236,55.89390563964844,56.13781967163086,55.98880615234375,54.55790481567383,57.88712844848633,56.688689422607425,58.848548889160156,57.75606155395508,57.927487182617185,58.90181884765625,57.33588409423828,56.729966735839845,57.37251739501953,56.50822219848633,57.680599975585935,58.36015014648437,58.61980209350586,58.35437850952148,57.62582626342773,59.12626953125,57.75950469970703
2017-07-03 12:15:00,56.16004943847656,55.26879653930664,54.99831695556641,56.08228607177735,55.678148651123045,55.34511795043945,57.01524276733399,55.264657974243164,55.4291374206543,56.64959945678711,53.83225326538086,52.59299926757812,52.99115829467773,52.89203643798828,52.66241455078125,55.8851936340332,55.19887466430664,56.405469512939455,45.32457741200924,56.095079803466795,56.613765716552734,55.216854858398435,56.48155975341797,55.22289962768555,55.92556991577148,56.274121856689455,55.68182601928711,56.21191635131836,56.20564956665039,57.031785583496095,55.790504455566406,53.067605590820314
2017-07-03 12:20:00,58.803489685058594,58.495287322998045,57.63330001831055,57.73308410644531,57.99851913452149,57.98533477783203,55.887506103515626,57.740979766845705,58.57247772216797,58.40515975952148,56.07511978149414,55.90302505493164,55.66337661743164,55.75708541870117,57.48636322021484,56.16026077270508,57.822120666503906,58.11043853759766,58.29157028198242,58.64025802612305,58.345462799072266,57.3326904296875,57.61339111328125,57.13280334472656,57.53745727539062,57.54847106933594,59.16767501831055,58.11958389282226,58.18961944580078,58.23222274780274,58.47607421875,58.704769897460935
2017-07-03 12:25:00,56.105038452148435,55.976453399658205,57.57089614868164,55.44784851074219,54.52836608886719,54.64385299682617,56.51656723022461,58.522560119628906,55.53065414428711,56.0099609375,54.085121154785156,53.00594863891602,52.037628936767575,52.956146240234375,53.98237915039063,53.14208221435547,53.59857025146484,55.77736129760742,55.92796020507812,56.08701019287109,56.05332260131836,55.55930862426758,54.5779525756836,55.48716278076172,55.01551971435547,55.95589981079102,55.15857772827148,55.48134918212891,56.08714218139649,56.89804611206055,57.207723236083986,55.970315551757814
2017-07-03 12:30:00,58.914564514160155,57.04522018432617,58.11421432495117,57.492950439453125,57.19996719360351,55.72080307006836,57.003115844726565,56.985955810546876,58.292109680175784,58.911109161376956,56.11131744384765,55.226016235351565,54.82587356567383,54.82315216064453,54.37332763671875,56.66953353881836,58.745967864990234,57.3077880859375,58.450025939941405,56.526964569091795,58.0539909362793,56.691671752929686,58.080335235595705,57.52947006225586,57.645399475097655,58.29131240844727,58.94742126464844,58.11184844970703,58.768775939941406,58.55233993530273,58.938880157470706,59.323629760742186
